Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
69	-496.10507	555.11163	-2.6327884	-1360.829	-72.553795	97.88852	-2.4981267	-346.851	379.6	57.7	275999	-29.585428	7.1947994	13.255619	-43.177185	29.023754	5.8228974	5319.494822502136
70	-125.850815	305.192	-1.9163345	-1392.673	-227.83408	337.90497	-2.6289952	-1177.937	96.414635	190.9	279999	-31.9086	7.995327	15.548997	-47.01823	31.309237	7.2846403	5409.113401412964
71	-156.83168	320.86224	-1.8356851	-1376.9077	-31.387634	77.04603	-2.5276754	-261.5089	130.36667	23.5	283999	-33.54931	8.90895	8.219433	-48.51702	32.89778	8.098202	5481.344586610794
72	-181.00189	325.1165	-1.9875834	-911.5223	-115.62346	293.1895	-2.5279086	-992.9102	164.86957	109.7	287999	-33.245758	9.012271	11.64436	-47.84922	32.572117	7.7738914	5565.814514636993
73	-151.87378	331.22925	-1.8740523	-1058.2922	-269.55328	366.55963	-3.0168421	-1026.44	143.96875	258.9	291999	-32.83069	8.81303	18.602137	-47.541542	32.139797	7.510217	5668.438225984573
74	-135.88431	274.30615	-1.9028312	-1097.5078	-117.44464	292.20694	-2.147694	-990.62024	123.42308	113.0	295999	-32.39144	8.851838	10.823029	-50.679024	31.705507	7.491864	5754.612173318863
75	-75.42331	209.86496	-2.0217328	-945.48804	-116.39961	165.00182	-1.866517	-527.14307	69.24138	92.1	299999	-32.542667	9.202903	10.561451	-54.74199	31.842348	7.845751	5837.876456737518
76	-158.40456	312.11887	-2.0054443	-1061.1538	-162.39955	330.05014	-2.0153525	-1120.9078	128.42857	130.8	303999	-31.398	8.599754	14.951418	-47.506607	30.626852	7.508	5924.909315109253
77	-172.18867	318.11996	-2.034835	-1226.905	-2.4069037	0.4631923	-1.6578977	-3.4078624	140.7	1.1	307999	-30.871515	7.6590934	13.393307	-47.0391	30.25327	6.245705	5996.312940835953
78	-112.09239	200.34978	-1.5899099	-783.44794	-60.334675	95.36821	-2.0400298	-293.60577	139.10345	53.8	311999	-32.048927	8.223234	16.067213	-46.696407	31.382614	6.872731	6073.4654376506805
79	-88.034966	247.63051	-1.9624399	-1139.7694	-3.8711448	1.5586166	-2.360823	-6.578103	89.0	1.5	315999	-31.48796	8.544963	11.401857	-45.37693	30.78428	7.6301146	6144.33533000946
80	-112.11477	268.3291	-1.733244	-1075.9459	-17.644154	23.658403	-2.3196437	-74.229866	100.810814	14.8	319999	-31.839003	8.551677	14.5351305	-47.74663	31.243845	7.916626	6216.329196929932
81	-65.61877	192.50278	-1.9374871	-997.1639	-410.38388	599.74084	-2.2706869	-1357.0277	59.405407	304.6	323999	-32.379326	8.84671	16.96652	-54.18664	31.63083	7.9589396	6322.214394807816
82	-69.46123	190.8582	-1.9030918	-1025.9167	-377.57364	497.42892	-1.9825188	-1143.7753	54.955223	328.6	327999	-30.976273	8.045509	20.099718	-45.282253	30.31537	6.6714697	6431.540104389191
83	-157.0227	339.0636	-2.0090663	-1328.6348	-130.57393	309.09454	-1.8933395	-1047.9601	128.21622	116.9	331999	-29.887777	7.6881714	18.310118	-45.61081	29.074297	7.5712075	6516.947880744934
84	-131.87067	239.78482	-1.9687984	-979.4197	-252.42313	399.5771	-2.8178897	-1199.2963	111.0	203.4	335999	-29.754112	7.232913	12.11853	-43.50523	29.118797	5.991594	6611.7467720508575
85	-163.14233	312.2629	-2.089171	-1125.9592	-67.464096	133.56526	-1.9512622	-448.9744	131.63333	46.9	339999	-31.036592	7.7024584	13.8885975	-44.10644	30.479937	6.4360337	6688.261466741562
86	-93.14701	232.21423	-1.7653631	-1238.6261	-215.96162	352.096	-1.9121283	-1099.5083	72.37209	162.4	343999	-32.028988	8.539442	19.847908	-46.630028	31.342815	7.374534	6777.964061737061
87	-114.40235	312.45395	-1.5671754	-1338.9418	-175.01546	292.86267	-3.6266298	-1013.40155	104.37209	159.8	347999	-32.425953	9.479583	15.671372	-47.964993	31.805319	7.4810615	6867.808409690857
88	-213.7683	345.03366	-2.0049863	-968.8108	-27.253637	42.86396	-2.6206176	-141.36795	220.57895	20.8	351999	-33.81482	10.644508	24.662874	-51.21712	33.170647	8.81009	6940.364232778549
89	-66.176865	159.12488	-1.7165874	-825.4215	-231.54898	346.00165	-2.8632245	-901.77997	66.85714	254.7	355999	-34.05588	10.992407	12.298156	-52.315796	33.421314	9.752797	7042.364641427994
90	-134.30243	260.51657	-2.4510753	-879.7922	-124.60414	289.07083	-2.196424	-962.161	145.72	129.1	359999	-33.656242	11.08795	18.890896	-50.42051	32.941483	9.325289	7129.664808273315
91	-227.41415	347.57916	-1.8031408	-1007.2031	-144.47475	279.06592	-2.8798935	-910.84564	227.11765	134.8	363999	-33.02572	10.769727	14.026288	-49.59948	32.344296	9.248895	7218.163074493408
92	-132.01082	286.08466	-2.2971885	-1054.3555	-41.077583	62.05159	-3.3167481	-205.54121	123.0	24.9	367999	-32.82677	10.498596	14.671211	-48.93541	32.143604	8.954912	7293.401859283447
93	-100.43219	211.38466	-2.5340683	-838.71545	-117.44637	249.60849	-2.586326	-840.0028	105.67647	130.4	371999	-32.67097	10.110781	14.124304	-48.50308	31.996502	8.6478	7381.778756141663
94	-98.894585	208.19576	-2.1516604	-858.52277	-185.00603	237.22478	-2.755994	-790.704	100.86667	215.8	375999	-33.17298	9.8779955	19.099442	-49.488632	32.56505	8.604219	7479.660731554031
95	-101.90708	224.27168	-2.093551	-979.1571	-16.377132	24.65554	-2.4251845	-73.74156	105.08108	15.0	379999	-33.721813	10.189798	13.322422	-63.01745	33.092896	9.195165	7554.478102684021
96	-192.74124	283.27795	-2.209379	-851.7334	-170.64877	335.4521	-1.6103852	-856.4787	214.88889	201.0	383999	-33.73909	10.026	11.389963	-51.068336	33.089092	8.601978	7650.261434316635
97	-171.43591	247.05489	-1.4397305	-848.34235	-137.95982	232.0444	-2.3402543	-728.46704	179.14285	149.0	387999	-33.659454	9.936907	16.729332	-51.291054	32.99403	8.268542	7741.670358419418
98	-128.95601	270.39807	-2.0788617	-916.02905	-343.8443	393.15463	-2.7561522	-853.1603	137.39394	396.0	391999	-33.302864	9.809009	15.102452	-52.180588	32.643757	8.125505	7867.3352172374725
99	-88.15928	226.52925	-2.1105945	-903.63367	-29.824722	39.343044	-2.7375462	-96.647606	92.37209	24.6	395999	-33.424747	9.5514555	17.1192	-53.26019	32.80131	7.8703556	7945.53271651268
100	-131.21921	280.9999	-2.1936488	-923.61487	-133.78899	270.53104	-2.435959	-869.8809	135.96552	146.4	399999	-33.916176	9.685048	28.044151	-50.85187	33.31954	7.7848954	8038.311234951019
